sample_id,pilot_group,metric,language,subject,original_human_score,qwen_score,deepseek_score,calibrated_score,recommended_training_use,sample_weight,calibration_source,calibration_confidence,codex_top80_direct_review,target_issue_flag,calibration_note,calibrated_reason_preview
80f9fc04a015dbb39a5f5c5a75c7737bf798466a,train_mid_borderline,"Personalization, Adaptation & Learning Support",zh,Biology,3,4,5,4,low_weight,1.0,adjacent_three_way_consensus,medium,False,False,Human and both teachers are within a small adjacent band; use median score with low weight.,"The evaluator output provides a personalized learning plan in valid JSON format that addresses the student's interests (observing nature, reading popular science books), learning style (hands-on practice), and areas for improvement (memory and focus). The thre"
5d1142eadd0671e43ec64938e19a3e690e02513f,train_mid_borderline,Higher-Order Thinking & Skill Development,en,Aquaculture,3,2,3,3,high_weight,2.0,human_deepseek_agreement,high,False,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The question requires basic application of the definition of aquaculture to distinguish it from other activities, which aligns with the rubric's description of 'mainly focused on rote understanding or basic application' for a score of 3, with limited depth and"
d3b9e69f7871db538f76dabbec0088d0f10fa6f1,train_mid_borderline,Domain Knowledge Accuracy,en,Military Science,3,4,3,3,high_weight,2.0,human_deepseek_agreement,high,False,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The response accurately identifies several strategic advantages of high ground (observation, psychology, obstacle, route control) but omits a key point about the firing advantage (plunging fire, gravity assist), resulting in surface-level treatment without ful"
924ba48dd288c1be641678f73cd053f20d2e4194,train_mid_borderline,Higher-Order Thinking & Skill Development,en,Basic Medicine,3,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The generated question is a straightforward single-choice recall question asking which hormone stimulates aldosterone release. This tests basic memory and comprehension of the RAAS pathway rather than higher-order thinking skills such as analysis, evaluation, "
c253a40016d3010d35f1d970b2c05fcc738ad632,train_mid_borderline,Domain Knowledge Accuracy,en,Military Science,3,4,4,4,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output demonstrates proper use of professional military knowledge, covering historical context, tactical advantages (visibility, firing angles, psychological impact), modern adaptations (surveillance, drones, ballistic trajectories), and logistic"
f0ebd02f5de40b382022b3ce06d7a793ad7b8ea6,train_mid_borderline,Higher-Order Thinking & Skill Development,en,Sociology,3,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The generated question is a basic definitional recall item ('Which of the following best describes...') that tests memory and comprehension of social capital rather than higher-order thinking. For a PhD-level sociology task, the question lacks analytical depth"
507f5c36797a84ee4697677a771c8769e4277e4e,train_mid_borderline,"Clarity, Simplicity & Inspiration",zh,Crop Science,3,4,4,4,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a well-structured JSON with clear teaching objectives, key/difficult points, and detailed classroom activity designs. The language is clear and appropriate for the target audience. The activities are logically sequenced (introduct"
c9cbf80ef5655c84543baa39156710f9f5db1d3e,train_mid_borderline,Reasoning Process Rigor,zh,History,3,4,4,4,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a structured, logically coherent assessment of the student's answer across four dimensions (causes, social group roles, policy changes, overall impact). The reasoning process is mostly clear and correct, identifying strengths and "
af8cc23fcd89ac16cd2538bdbea62adbb268993c,train_mid_borderline,Reasoning Process Rigor,zh,Theoretical Economics,3,4,1,3,review_only,0.25,codex_top80_conservative_median,low,True,False,High-conflict sample inspected in the Codex top-conflict pass; final score uses conservative median and should not be high-weight training data.,Codex calibration retained the score under unresolved teacher-human disagreement; use this row conservatively.
44ceeb335031f152ef0a559586769d3e34ef590b,train_mid_borderline,Higher-Order Thinking & Skill Development,en,Public Administration,3,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The generated multiple-choice question asks 'which of the following is most crucial' but provides no answer options, making it incomplete. Even if options were provided, the question stem itself targets basic recall or simple identification rather than higher-"
a96eb54e33a667280aa08ab24384eda9793018cb,train_education_dimension_stress,Content Relevance & Scope Control,en,Psychology,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides exactly the requested answer in the specified JSON format. The content is strictly relevant to the question about SSRI mechanism of action, correctly identifying the Monoamine Hypothesis. There is no redundant, irrelevant, or out-"
432e12c9b01e80cac76d642239e5cc882fe8b47f,train_education_dimension_stress,Basic Factual Accuracy,zh,English,4,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a factually accurate correction. It correctly identifies the family feud (Montagues vs. Capulets) as the primary obstacle, the double suicide as the tragic ending, and accurately explains why the original answer was insufficient. "
2ea8fe90bcd66fde9bf39fa74f62447b4d6e94f1,train_education_dimension_stress,"Motivation, Guidance & Positive Feedback",en,Military Science,4,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output is strongly supportive and encouraging, using consistently constructive and positive language (e.g., 'It's completely understandable to feel this way,' 'You've got this!'). It provides highly effective heuristic guidance—breaking study mat"
2746cbd01bc15afaf3053afe8a48cc8783e50113,train_education_dimension_stress,Basic Factual Accuracy,zh,Mathematics,4,2,4,4,low_weight,1.0,human_deepseek_agreement,medium,True,True,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The evaluator output is largely factually accurate, correctly noting that exponential is not surjective onto R and that some cubics can be diffeomorphisms. However, the condition '没有重根的一次导数' is imprecise and potentially misleading; the correct condition is tha"
a8ae95a0be2f0859e626b64f28585f542cf88bc6,train_education_dimension_stress,Domain Knowledge Accuracy,zh,Basic Medicine,4,5,4,4,high_weight,2.0,human_deepseek_agreement,high,False,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The generated question and hints accurately reflect core knowledge of muscle contraction. The hints cover the sliding theory, filament components, calcium ions, and cross-bridge cycling without factual errors. However, the depth is somewhat limited for a Maste"
59dd136764697de5064d11ddeacde149d00620e0,train_education_dimension_stress,Reasoning Process Rigor,zh,Applied Economics,3,3,4,3,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The response provides a structured outline of the two-sector model and mentions relevant concepts (consumption vs. investment, depreciation, golden rule, optimal control). However, the reasoning process lacks rigor expected at the PhD level for Applied Economi"
3fc4ff286f34713378d99343b4ecae5f2c80d110,train_education_dimension_stress,Basic Factual Accuracy,zh,Business Administration,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identifies B (客户需求) as the correct answer for market segmentation. All factual explanations for each option are accurate: production cost relates to cost control, customer needs are the core basis for segmentation, competitor pri"
0f165c53172d5ff39c1c514bb4212031683c3083,train_education_dimension_stress,Error Identification & Correction Precision,zh,English,4,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely identifies the core error in the original answer (claiming they were happy but couldn't be public, missing the tragic ending of death). The corrected answer accurately explains that the tragedy stems from their deaths caused by f"
b8475c62295f4ef89c9d7a92128b129b34e102c9,train_education_dimension_stress,"Motivation, Guidance & Positive Feedback",en,History,4,4,5,4,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output provides a supportive and encouraging tone with constructive language. It offers useful study strategies (breaking down material, using different study aids, spaced repetition) and self-care tips. The emotional state analysis accurately id"
27b5e246feb3bc800292dfe680622e404c0cfe87,train_education_dimension_stress,Error Identification & Correction Precision,en,Biology,5,4,1,4,review_only,0.25,codex_top80_conservative_median,low,True,True,High-conflict sample inspected in the Codex top-conflict pass; final score uses conservative median and should not be high-weight training data.,"The evaluator output correctly identifies that the student's answer is largely accurate and complete, and provides constructive, accurate suggestions for improvement (miRNA biogenesis via Drosha/Dicer, RISC complex association, and fine-tuning of gene networks"
1eb8224098f64d601f3a0c500d6d3590e13a5e30,train_education_dimension_stress,Reasoning Process Rigor,zh,Public Administration,4,4,4,4,review_only,0.25,dual_teacher_consensus,medium,True,True,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,推理过程逻辑清晰，明确指出实验设计是常用有效的公共政策评估方法，并解释了其通过对比实验组和对照组来评估效果，同时正确指出文献综述不是直接的评估方法。但论证较为简略，缺少更深入的分析，属于小瑕疵，整体不影响结论有效性，符合4分标准。
a4f7a7802cb592fc5f77fab740a30f96c971cc49,train_education_dimension_stress,Reasoning Process Rigor,en,English,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides complete, clear, and rigorous reasoning. It correctly identifies the correct answer (C: Happy), explains why 'Happy' is an adjective, why 'Quickly' is an adverb, and why 'Run' and 'Jump' are verbs. The logic is sound, free of fall"
ac1bb0a1eef8d061ab1bb66586be679cc42596ee,train_education_dimension_stress,Scenario Element Integration,en,Physical Education,5,1,1,1,review_only,0.25,dual_teacher_consensus,medium,True,True,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,The output completely ignores the scenario instruction to provide reasoning and instead gives a direct answer. No integration of scenario-specific information.
687ad83cc7492391c978e4f5ea0305f6b7b0c1cc,train_education_dimension_stress,Domain Knowledge Accuracy,en,Biology,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides accurate and rigorous domain knowledge about photosynthesis, correctly identifying leaves as the primary site due to chloroplasts and chlorophyll concentration. It also appropriately explains the roles of roots, stems, and flowers"
50349ad7c5ffd383619779fefbafa4c8fc0b2fd6,train_education_dimension_stress,Role & Tone Consistency,zh,Public Administration,4,4,5,4,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output adopts a professional, structured tone appropriate for a teaching material generation task in public administration at the undergraduate level. The language is formal, organized, and pedagogically oriented, consistent with a teacher/TA rol"
9ff89a7371f7a3cc50ca3b8ecc73e832d537fe83,train_education_dimension_stress,Scenario Element Integration,en,History,4,4,4,4,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output effectively integrates major scenario elements: it correctly identifies the student's moderate anxiety about the volume of History exam material, addresses the student's concern about flashcard effectiveness by suggesting alternative study"
c2c8d5cd776fae8163c41f48153a3fb349d2b4e8,train_education_dimension_stress,Scenario Element Integration,en,Public Administration,5,2,2,2,review_only,0.25,dual_teacher_consensus,medium,True,False,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"The rubric evaluates scenario element integration and personalization. The evaluator output provides a generic explanation of New Public Management principles without any reference to scenario-specific elements such as student history, learning preferences, or"
8ec5e87fbbe0febd2aa65613521700d9931e29d8,train_education_dimension_stress,Basic Factual Accuracy,en,Chinese,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identifies the Ming Dynasty (1368-1644) as the dynasty responsible for the majority of the Great Wall as it stands today. The dates are accurate, and the supporting context about earlier dynasties (Qin, Han) and the military thre"
78586d2e30d916ca3e7585a536f198601566e300,train_education_dimension_stress,Role & Tone Consistency,en,History,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output perfectly adopts the role of a supportive teacher/TA. The tone is encouraging, empathetic, and professional, directly addressing the student's stated anxiety about the volume of History content and uncertainty about study methods. The comf"
d021378797211e9f48512fc7019b88702c46b63d,train_education_dimension_stress,Content Relevance & Scope Control,en,Business Administration,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a highly relevant and comprehensive explanation of Porter's Five Forces framework, correctly identifying all five forces and explaining how they are used to analyze an industry's competitive environment. The content stays strictly"
8862dd4bf20f04d3027e9c3a720565d9600b0c34,train_education_dimension_stress,Error Identification & Correction Precision,zh,General Pedagogy,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identifies that the original answer (John Dewey) is wrong and provides the correct answer (Vygotsky). The correction explanation is accurate, clearly distinguishing Dewey's contributions (pragmatism, learning by doing) from Vygot"
9e1e298dec24f176098e5c05fb0515f555cb29e3,train_education_dimension_stress,"Motivation, Guidance & Positive Feedback",en,English,4,4,5,4,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output provides a generally supportive and encouraging tone, correctly identifies the student's error, explains the difference between an adverb and an adjective, and offers a concrete example ('happy person'). It concludes with an encouraging re"
a5e7eceadaa33c7f2f84221ca57d79ed86ea85e9,train_education_dimension_stress,Instruction Following & Task Completion,en,Military Science,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely follows all instructions: it provides both 'Emotional State Analysis' and 'Comfort & Advice' in valid JSON format. The emotional state analysis correctly identifies mild anxiety, its causes (volume of information, self-expectatio"
58e59efa47d8a775194d231e6b473cd0d4b40baa,train_education_dimension_stress,Basic Factual Accuracy,zh,Chemistry,4,3,3,3,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The output contains factual errors in the description of the alkaline hydrolysis mechanism. It states that 'alkoxide and carboxylate are released' (醇盐和羧酸盐被释放出来), but in base-catalyzed ester hydrolysis (saponification), the products are an alcohol (not an alkox"
ce0f91ecf89a4b7a41c22ae74a2d33b9cba88cb9,train_education_dimension_stress,"Personalization, Adaptation & Learning Support",zh,Military Science,3,5,5,5,review_only,0.25,dual_teacher_consensus,medium,True,False,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"The evaluator output demonstrates excellent personalization by directly addressing the student's specific interests (tactical analysis, drone technology, international military cooperation), leveraging strengths (logical thinking), and targeting weaknesses (in"
e9389e74c9839232aba96d324f5cd0eed0909ff6,train_education_dimension_stress,Higher-Order Thinking & Skill Development,zh,Chemistry,4,2,2,2,review_only,0.25,dual_teacher_consensus,medium,True,False,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,该输出主要停留在基础知识的复述层面，分别描述了酸性和碱性条件下的水解机理和产物，但缺乏引导性问题、对比分析、案例探究或开放性任务等高阶思维设计。内容以直接陈述为主，未提出任何促进学生批判性思维、问题解决或知识迁移的活动或问题，符合2分标准。
541996c3df400a65be32e4099e5050602e25e09a,train_education_dimension_stress,Content Relevance & Scope Control,en,Computer Science,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output directly and accurately answers the question about quicksort's average-case time complexity (O(n log n)) with a clear, relevant explanation of the divide-and-conquer mechanism, partitioning, and recursion depth. All content is strictly wit"
6d94b16e173c1c90608ae1bd0e2b3a6435aab3ff,train_education_dimension_stress,Instruction Following & Task Completion,zh,Clinical Medicine,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output fully follows the instruction to provide '学习路径规划建议' and '个性化意见生成' in JSON format. The content is highly personalized to the student profile: it addresses the weak points (clinical skills and research design/data analysis), aligns with lear"
319e4127867031af023e35b04f8b61dea320cf4f,train_education_dimension_stress,Domain Knowledge Accuracy,en,Aquaculture,4,4,4,4,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The teaching materials demonstrate good proficiency in RAS domain knowledge with accurate coverage of core components (tanks, biofilters, pumps, oxygenators), water quality parameters (DO, ammonia, nitrite, nitrate, pH, temperature), and biofiltration processe"
c1c296b9d10778f5ff8bd28c2f3661fc1116ac33,train_education_dimension_stress,Domain Knowledge Accuracy,en,Psychology,4,5,4,4,high_weight,2.0,human_deepseek_agreement,high,False,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The generated question and answer are factually accurate and correctly identify cognitive dissonance. The reasoning accurately explains the concept. However, the reasoning lacks depth, merely restating the definition without additional elaboration or insight, "
be1745f8a775d4a1b53a8ca554b7e894f6787eaa,train_education_dimension_stress,Basic Factual Accuracy,en,Applied Economics,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identifies option C as the limitation of GDP as a measure of economic welfare. GDP indeed does not account for environmental degradation and resource depletion, which is a well-known limitation. The response is factually accurate"
abdb228a62bf18c602a9070080e2ce4f04c4b898,train_education_dimension_stress,"Personalization, Adaptation & Learning Support",zh,Theoretical Economics,4,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides highly differentiated and personalized learning path planning and advice based on the student's profile. It addresses the student's specific weaknesses (game theory, information asymmetry) in Phase 2, leverages their learning habi"
f93360c6fab6ac71503d7ec911a57a4daf28e421,train_education_dimension_stress,"Motivation, Guidance & Positive Feedback",en,Chinese,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output is strongly supportive and encouraging, consistently using constructive and positive language. It provides highly effective heuristic guidance (breaking audio into smaller segments, using subtitles, practicing in different environments) ra"
64d4f4ad6093e728396fd824f61301a40e779052,train_education_dimension_stress,Scenario Element Integration,zh,General Pedagogy,4,4,1,4,low_weight,1.0,human_qwen_agreement,medium,True,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output correctly identifies Vygotsky as the originator of the Zone of Proximal Development theory and provides a clear, accurate correction explanation. It fulfills the error-correction scenario by addressing the incorrect original answer (John D"
271b313d6d584426eb286e996df2ae5d5afa0bfe,train_education_dimension_stress,Content Relevance & Scope Control,en,Clinical Medicine,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output is highly relevant to the specified knowledge point (Mechanisms of Drug Resistance in Cancer Therapy) and strictly adheres to the requested format (JSON) and required components (teaching objectives, key points, difficulties, classroom act"
1d86e01d4745107dab13390e93ee8fd1a87289b6,train_education_dimension_stress,Content Relevance & Scope Control,en,Basic Medicine,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output generates a highly relevant single-choice question on the RAAS system, appropriate for a Master-level Basic Medicine context. The question, options, answer, and provided reasoning are all strictly within scope, factually accurate, and free"
8d489c62717f2efa64181983aa9e972a83b5e49a,train_education_dimension_stress,Domain Knowledge Accuracy,en,Sociology,4,3,4,4,high_weight,2.0,human_deepseek_agreement,high,False,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The reasoning accurately defines social capital and links it to the listed areas, demonstrating proper use of sociological knowledge. However, for a PhD level, the explanation lacks depth and theoretical rigor, such as referencing key scholars or critical pers"
2d99eae1ee22ab7fe3572aa7e2a4176e4bb2e2f2,train_education_dimension_stress,Role & Tone Consistency,en,General Pedagogy,4,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output fully adopts the role of a teacher/educational designer, providing comprehensive teaching materials in the requested JSON format. The tone is professional, structured, and appropriate for an educational context. The content aligns with Con"
a162e24f978936b5c7d9deb605c0328d43240cf9,train_education_dimension_stress,Domain Knowledge Accuracy,zh,Chemistry,4,3,2,3,review_only,0.25,codex_top80_conservative_median,medium,True,False,High-conflict sample inspected in the Codex top-conflict pass; final score uses conservative median and should not be high-weight training data.,回答基本涵盖了酸性和碱性条件下酯基水解的机理和产物，但在专业严谨性上存在明显不足。碱性条件下描述'羟基(-OH)从碱中获得一个负电荷'表述不准确，氢氧根本身就带负电荷，不需要'获得'；'醇盐和羧酸盐被释放出来'表述模糊，实际应为羧酸盐和醇（非醇盐）。此外，关于羧基在碱性条件下'作为旁观者'的说法不严谨，羧基会与碱发生酸碱中和反应生成羧酸盐，这是重要的化学反应而非旁观。酸性条件下的平衡抑制说法也缺乏严谨的热力学依据。整体知识运用基本准确但深度和严谨性不足。
d8ad53903a8143c73d5a15259456f4a0077286bf,train_education_dimension_stress,Basic Factual Accuracy,en,Psychology,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identifies the Monoamine Hypothesis as the theory that best explains the mechanism of action of SSRIs in treating depression. SSRIs work by inhibiting the reuptake of serotonin, a monoamine neurotransmitter, which aligns directly"
51106cb27723a9c88f2bf04bd11a86b2ce69766c,train_clean_high_controls,Domain Knowledge Accuracy,zh,Physics,4,4,5,4,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output provides a well-structured JSON teaching material on wave function normalization in quantum mechanics. The domain knowledge is accurate: the physical meaning of normalization (probability density interpretation), mathematical expression, a"
bdc4da3aedcbbcc9043ea3f55faf2bc4eae54093,train_clean_high_controls,"Clarity, Simplicity & Inspiration",zh,Theoretical Economics,4,4,4,4,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output is well-structured in valid JSON, covering all required components (teaching objectives, key/difficult points, and classroom activity designs). The language is clear, concise, and appropriate for the topic of monopolistic competition. The "
3907c930ba7248b85d6dd46cfae6776f9c4bd138,train_clean_high_controls,Instruction Following & Task Completion,zh,Clinical Medicine,4,5,4,4,high_weight,2.0,human_deepseek_agreement,high,False,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"Evaluator output provides a well-personalized set of learning tasks in JSON format, directly addressing the student's challenges and interests. However, it includes explanatory text before and after the JSON, slightly deviating from the instruction to 'return "
15835cd98dda860e79b470d6ecf826d95046680e,train_clean_high_controls,Role & Tone Consistency,en,Biology,4,4,5,4,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output maintains a supportive, encouraging tone appropriate for an emotional support scenario with a severely anxious undergraduate student. The comfort and advice sections use professional yet empathetic language, and the strategies are relevant"
cbca1c1a8940ea5eb31fd9f6247d941f2515d894,train_clean_high_controls,Error Identification & Correction Precision,en,Basic Medicine,4,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely identifies the error in the original answer (confusing hemoglobin's function with immune system functions) and provides a completely correct, clear, and optimal correction stating hemoglobin's primary role in oxygen and carbon di"
30376d33c321d346beb04ca8ce165cf8e75e80d3,train_clean_high_controls,Reasoning Process Rigor,zh,Physical Education,4,4,5,4,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output provides clear reasoning for including options A, B, C, and D with appropriate justifications. However, the exclusion of option E (school geographic location) is based on a somewhat superficial argument that it only 'indirectly' affects pa"
1eed638f510e41f6a5f183706373434d0d7dbe9e,train_clean_high_controls,"Clarity, Simplicity & Inspiration",en,Clinical Medicine,4,4,4,4,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The teaching materials are clearly structured in valid JSON with well-defined objectives, key points, difficulties, and classroom activities. The content is appropriate for undergraduate/graduate learners and uses accessible language without excessive jargon. "
583486efae9517e4432796c2347673999b8ecfbb,train_clean_high_controls,Content Relevance & Scope Control,en,Clinical Medicine,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output is highly relevant to the specified knowledge point (Mechanisms of Drug Resistance in Cancer Therapy) and strictly adheres to the requested format (JSON) and content requirements (teaching objectives, key points, difficulties, classroom ac"
50de2f0548f11969c4ac2ab539cedd794553dcd1,train_clean_high_controls,Instruction Following & Task Completion,zh,General Pedagogy,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identifies Vygotsky as the originator of the Zone of Proximal Development theory, accurately correcting the original erroneous answer (John Dewey). The explanation is factually accurate, clearly contrasts the two educators, and t"
cd9e98862abb66d92b1c4934daea965b7fdf5fd6,train_clean_high_controls,Scenario Element Integration,zh,Physics,5,5,4,5,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output fully integrates all key scenario elements: the student's severe anxiety about physics, specific difficulty with electromagnetism formulas, and exam-related stress. The analysis accurately reflects the dialogue context (e.g., '电磁学公式应用困难', "
25b2aca3522e1455a7dad91ab18dedaaf7d3e1bb,train_clean_high_controls,Reasoning Process Rigor,en,Crop Science,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The reasoning is complete, clear, and rigorous. It correctly identifies climate conditions as the most crucial factor by explaining its broad influence on temperature, precipitation, sunlight, and seasonal changes, and how these affect photosynthesis, water av"
a55f5cfdb617da562f56ecf8bbb54e6e0568d053,train_clean_high_controls,Instruction Following & Task Completion,en,Clinical Medicine,4,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output fully complies with the instruction to provide teaching materials in JSON format. It includes all required components: teaching objectives, key points, difficulties, and classroom activity design. The content is relevant to the specified k"
21f4a556d075954e834671f3c0e6bee06760eaa2,train_clean_high_controls,Domain Knowledge Accuracy,en,Literature and Art,5,4,4,4,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a well-structured JSON teaching material covering teaching objectives, key points, difficulties, and classroom activity design as requested. Domain knowledge is generally accurate: Surrealist techniques (automatic writing, dream s"
a8a5e3af92e139b36931e9a92aa6c72fdea5ae18,train_clean_high_controls,Role & Tone Consistency,zh,Business Administration,5,4,5,5,high_weight,2.0,human_deepseek_agreement,high,False,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The evaluator output consistently uses a supportive and encouraging tone, appropriate for a teacher or assistant addressing an anxious student. The analysis accurately reflects the dialogue, and the suggestions are practical and empathetic, fully embodying the"
360455e8767307329feaafbc43ecbceb7ddd92a9,train_clean_high_controls,"Personalization, Adaptation & Learning Support",en,Chemistry,4,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output is highly personalized to the student profile. It addresses the student's weaknesses (organic chemistry concepts, laboratory techniques) with targeted tasks like visual tutorials, hands-on simulations, and workshops. It leverages strengths"
0c508e06e64a5ef43de51a922c342509945ba089,train_clean_high_controls,"Clarity, Simplicity & Inspiration",en,Public Administration,5,4,4,4,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The reasoning is clear, well-structured, and accessible for undergraduate learners. It explains NPM concepts in plain language, covering key themes like efficiency, decentralization, market mechanisms, and customer focus. The delivery is informative and reason"
c1b7a9357fa61aef8b5f191d05a26c185c789e42,train_clean_high_controls,Higher-Order Thinking & Skill Development,zh,Military Science,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output designs highly personalized, challenging tasks that strongly promote higher-order thinking: comparative analysis of defense cooperation agreements, drone tactical simulation modeling with multi-factor constraints, 72-hour red-blue crisis r"
